pvals
0.8386
0.9613
0.8162
0.4927
0.292
0.1268
0.3599
0.8665
0.8897
0.8023
0.3634
0.8497
0.4205
0.6262
0.1901
0.66
0.6479
0.8199
0.7581
0.8151
0.1938
0.4321
0.1883
0.7711
0.0458
0.6863
0.9643
0.3139
0.1579
0.111
0.4664
0.5167
0.232
0.1052
0.8976
0.2933
0.9153
0.3794
0.3181
0.6548
0.1067
0.1707
0.0082
0.0018
0.4713
0.829
0.2426
0.9309
0.9279
0.6378
0.457
0.8402
0.2402
0.4871
0.2773
0.9406
0.9384
0.6011
0.2705
0.3214
0.1073
0.3957
0.2388
0.6817
0.318
0.3858
0.0419
0.6273
0.1161
0.954
0.2558
0.9227
0.4573
0.7653
0.3122
0.0543
0.8633
0.8351
0.1301
0.452
0.5382
0.0253
0.8436
0.0367
0.2655
0.0697
0.3204
0.6186
0.5442
0.4304
0.7829
0.6462
0.3666
0.2897
0.2946
0.2947
0.371
0.6683
0.1617
0.0717
0.422
0.6193
0.6231
0.3672
0.1616
0.072
0.6029
0.9659
0.5728
0.4639
0.0612
0.5368
0.0256
0.5904
0.6793
0.0921
0.3172
0.9001
0.6572
0.6016
0.3165
0.3211
0.9046
0.1637
0.8017
0.8107
0.7573
0.669
0.4135
0.2232
0.3299
0.2557
0.3262
0.1658
0.8419
0.7408
0.4055
0.6325
0.3755
0.459
0.2212
0.0995
0.8102
0.7062
0.1028
0.9944
0.9396
0.4317
0.7522
0.4343
0.4293
0.891
0.869
0.3313
0.5598
0.9002
0.271
0.7188
0.0145
0.4655
0.8306
0.5049
0.4883
0.6741
0.2005
0.8982
0.6274
0.2669
0.5603
0.5074
0.5269
0.6731
0.1799
0.5924
0.3306
0.6743
0.3946
0.6465
0.2485
0.8481
0.7529
0.883
0.0326
0.4127
0.4743
0.9983
0.1084
0.3307
0.7369
0.8398
0.3773
0.7512
0.1788
0.5132
0.271
0.4657
0.4165
0.0931
0.7893
0.8774
0.9959
0.3873
0.7798
0.8977
0.621
0.8358
0.2987
0.9825
0.8547
0.0701
0.8279
0.5245
0.6697
0.703
0.7946
0.8602
0.2371
0.1268
0.7446
0.5198
0.3329
0.1554
0.3697
0.7085
0.22
0.5168
0.4676
0.8916
0.0931
0.6192
0.8208
0.0127
0.0758
0.5533
0.5701
0.7536
0.4013
0.8981
0.7686
0.154
0.686
0.5169
0.5669
0.5666
0.7954
0.9898
0.4042
0.0549
0.6027
0.7189
0.9262
0.8893
0.5112
0.5721
0.5954
0.412
0.4313
0.4635
0.0657
0.3729
0.9744
0.4428
0.5026
0.0122
0.5225
0.5191
0.623
0.7345
0.2784
0.9352
0.8677
0.2919
0.6119
0.7804
0.5849
0.2813
0.612
0.8859
0.3089
0.3113
0.9618
0.7911
0.6511
0.6623
0.9627
0.0971
0.7973
0.0157
0.7
0.3251
0.4237
0.4139
0.0102
0.5761
0.2061
0.1365
0.4783
0.4471
0.2424
0.9565
0.4116
0.2038
0.0251
0.6141
0.1032
0.5571
0.7138
0.2409
0.385
0.8768
0.7196
0.2462
0.95
0.6073
0.3468
0.9537
0.6397
0.4248
0.5933
0.834
0.0518
0.7362
0.5194
0.2597
0.0344
0.324
0.6004
0.9817
0.3447
0.2286
0.0223
0.4276
0.4838
0.6479
0.7611
0.8357
0.5566
0.6879
0.8232
0.1282
0.164
0.8306
0.4325
0.5008
0.5236
0.8548
0.2218
0.3594
0.6986
0.929
0.4817
0.2783
0.2505
0.485
